date,sales
2020-01-01,54.96714153011233
2020-01-02,53.07619200704814
2020-01-03,65.21282064733255
2020-01-04,77.88780721714414
2020-01-05,63.72376757193376
2020-01-06,66.48214451822102
2020-01-07,86.61686569540583
2020-01-08,79.66899361572821
2020-01-09,67.60050366725443
2020-01-10,77.152141583406
2020-01-11,65.69234317161225
2020-01-12,63.51221220029822
2020-01-13,67.78254219036752
2020-01-14,42.90974604620054
2020-01-15,41.11747232489219
2020-01-16,48.88614274366243
2020-01-17,40.52307421877754
2020-01-18,50.11796090531849
2020-01-19,34.574875842225005
2020-01-20,26.725489322790583
2020-01-21,53.34800366162297
2020-01-22,35.033731919732574
2020-01-23,37.398070592419586
2020-01-24,22.775907885810586
2020-01-25,32.749471286560535
2020-01-26,41.30374788153013
2020-01-27,31.442798978754144
2020-01-28,50.11750760253711
2020-01-29,44.27571390663062
2020-01-30,51.642263555451535
2020-01-31,53.0009699498503
2020-02-01,81.99965293599365
2020-02-02,67.61899909109057
2020-02-03,61.09843543564917
2020-02-04,83.3087865123433
2020-02-05,65.63311366014689
2020-02-06,81.93140956252378
2020-02-07,61.415981157545666
2020-02-08,68.03142310976392
2020-02-09,82.71318957838189
2020-02-10,86.72922197183527
2020-02-11,78.9012286200448
2020-02-12,73.22447272296908
2020-02-13,68.04954760902994
2020-02-14,52.59946681849257
2020-02-15,56.328612024269354
2020-02-16,55.0630337846682
2020-02-17,66.56474591369921
2020-02-18,56.10933556526603
2020-02-19,32.236160854660454
2020-02-20,50.95039173849965
2020-02-21,42.458708192579046
2020-02-22,38.97160461462505
2020-02-23,52.15818870849812
2020-02-24,57.52132982891615
2020-02-25,58.52535924773776
2020-02-26,43.57859559289508
2020-02-27,52.28643973271254
2020-02-28,62.612771191998604
2020-02-29,73.33268839675216
2020-03-01,63.24432976583564
2020-03-02,70.63831739641039
2020-03-03,65.70865767055389
2020-03-04,68.73151455654576
2020-03-05,92.22663168739767
2020-03-06,100.42198651770963
2020-03-07,88.14070846881717
2020-03-08,100.06604744740795
2020-03-09,93.94767992136887
2020-03-10,83.31141574578369
2020-03-11,91.9765482991096
2020-03-12,101.58594754494906
2020-03-13,83.04073122789625
2020-03-14,95.7250571952072
2020-03-15,50.205271753413655
2020-03-16,80.76411522411297
2020-03-17,69.55792824879208
2020-03-18,62.02148621899569
2020-03-19,62.60879650708072
2020-03-20,39.00890933442315
2020-03-21,54.5308692383209
2020-03-22,58.89869278400397
2020-03-23,69.53780113724409
2020-03-24,49.87675970949725
2020-03-25,48.144434647169064
2020-03-26,53.21302369287469
2020-03-27,70.14282807428646
2020-03-28,67.68411065996581
2020-03-29,63.02057091243681
2020-03-30,77.72794752880647
2020-03-31,78.02488370991325
2020-04-01,91.19939314052175
2020-04-02,78.76951254398494
2020-04-03,86.43499540351907
2020-04-04,89.19832800427842
2020-04-05,81.24247282282454
2020-04-06,100.84004852741056
2020-04-07,101.65930726243089
2020-04-08,99.40049030946142
2020-04-09,96.43477803022775
2020-04-10,83.22692089566557
2020-04-11,91.01716472478009
2020-04-12,88.98988252587237
2020-04-13,81.07388401699527
2020-04-14,83.80790174979528
2020-04-15,85.60363482065041
2020-04-16,96.56735265065993
2020-04-17,75.77537392411705
2020-04-18,73.28472872109762
2020-04-19,67.15817539491475
2020-04-20,46.55791203584985
2020-04-21,64.08046438653864
2020-04-22,64.37919886138349
2020-04-23,88.70991908923088
2020-04-24,63.323797100434
2020-04-25,70.26410362420046
2020-04-26,69.6597252723576
2020-04-27,61.72785525931793
2020-04-28,88.76443716740174
2020-04-29,89.13263959668487
2020-04-30,93.98246375900754
2020-05-01,81.43710475938977
2020-05-02,108.83602266426374
2020-05-03,84.71114231371823
2020-05-04,108.00601654574693
2020-05-05,126.80021463438975
2020-05-06,96.99151857760219
2020-05-07,102.40381331674858
2020-05-08,109.36390546605753
2020-05-09,102.76392889496152
2020-05-10,90.89203007765273
2020-05-11,104.9272837726382
2020-05-12,90.8120266260233
2020-05-13,102.85061708770749
2020-05-14,85.2445525962617
2020-05-15,106.08050637482472
2020-05-16,78.89099678733656
2020-05-17,79.82701670588614
2020-05-18,87.86243305971098
2020-05-19,64.6120274603811
2020-05-20,77.03825960702589
2020-05-21,86.43506675599936
2020-05-22,56.720100488505224
2020-05-23,74.94187262184535
2020-05-24,76.86427076287376
2020-05-25,84.08489499078169
2020-05-26,66.65537193277348
2020-05-27,69.22810557681477
2020-05-28,91.5736607505648
2020-05-29,93.60119207429325
2020-05-30,97.59510886418019
2020-05-31,103.01349747445113
2020-06-01,97.02586841126212
2020-06-02,110.07022598539541
2020-06-03,114.08620641287534
2020-06-04,106.77018026817056
2020-06-05,134.57266301250093
2020-06-06,121.82315589403845
2020-06-07,105.47239291529891
2020-06-08,123.38225759460609
2020-06-09,105.66988375818514
2020-06-10,121.13053613414681
2020-06-11,122.03905562550268
2020-06-12,98.92590566998287
2020-06-13,113.0905923031873
2020-06-14,103.72700766615867
2020-06-15,103.96216738278805
2020-06-16,111.0335977666266
2020-06-17,86.29141579812989
2020-06-18,78.40134505329006
2020-06-19,74.88655203687364
2020-06-20,74.22357243566502
2020-06-21,81.04195181212076
2020-06-22,85.52508985683302
2020-06-23,86.05038688583399
2020-06-24,93.55653483551308
2020-06-25,88.17293403247761
2020-06-26,105.98604855137506
2020-06-27,92.72571283416062
2020-06-28,126.85107308000188
2020-06-29,110.36488991051577
2020-06-30,99.99547588746289
2020-07-01,102.13522671858024
2020-07-02,121.5904492383614
2020-07-03,117.93888989877432
2020-07-04,130.07173546149946
2020-07-05,129.6653302189331
2020-07-06,125.37457363049614
2020-07-07,117.93552677878563
2020-07-08,110.68628533355343
2020-07-09,119.96958701193238
2020-07-10,130.8417141121013
2020-07-11,121.61207334887499
2020-07-12,103.6933771385244
2020-07-13,114.2066763414002
2020-07-14,112.47040826622634
2020-07-15,95.92102749297625
2020-07-16,102.62095507168681
2020-07-17,98.34542021476285
2020-07-18,83.52703979070301
2020-07-19,96.37760600875598
2020-07-20,97.00755662114601
2020-07-21,101.66151741015887
2020-07-22,101.6696267011599
2020-07-23,78.52482128510718
2020-07-24,84.92448801814596
2020-07-25,102.21130385792941
2020-07-26,105.60660336106814
2020-07-27,109.54079410174494
2020-07-28,147.19473239279733
2020-07-29,118.83515761194167
2020-07-30,128.94074392557602
2020-07-31,131.40220540626768
2020-08-01,132.29767367113192
2020-08-02,126.03886137777366
2020-08-03,139.5394587976555
2020-08-04,126.22273789996622
2020-08-05,132.75271276180905
2020-08-06,130.56786455332295
2020-08-07,135.67153504641962
2020-08-08,156.59935827148195
2020-08-09,112.62311031509338
2020-08-10,135.35177388346239
2020-08-11,109.04164228589204
2020-08-12,116.7735844971382
2020-08-13,128.52477651075594
2020-08-14,114.42043811808651
2020-08-15,99.32429230508279
2020-08-16,99.6283320098475
2020-08-17,110.77075633050038
2020-08-18,94.51410216024608
2020-08-19,102.5823333254277
2020-08-20,100.3047594495885
2020-08-21,93.633638776897
2020-08-22,122.75899193007564
2020-08-23,109.6599647126216
2020-08-24,85.82756139141112
2020-08-25,111.3513230717846
2020-08-26,106.79048866314474
2020-08-27,126.2097869063565
2020-08-28,114.21908119282712
2020-08-29,125.45575918124531
2020-08-30,135.9300966332845
2020-08-31,143.45934917191943
2020-09-01,126.20662582576361
2020-09-02,137.6227903064576
2020-09-03,138.21957300587667
2020-09-04,137.60564257561634
2020-09-05,162.09407850656922
2020-09-06,147.92064683431028
2020-09-07,129.86196913354078
2020-09-08,149.49241778370282
2020-09-09,158.72877002198788
2020-09-10,144.51148967544432
2020-09-11,115.3172395676367
2020-09-12,121.81096588456393
2020-09-13,135.4647854911424
2020-09-14,112.04308150033232
2020-09-15,120.23759945605374
2020-09-16,120.7391554475912
2020-09-17,101.56649983378097
2020-09-18,108.84052994113426
2020-09-19,76.45440372200392
2020-09-20,98.9238019117566
2020-09-21,107.81190559503504
2020-09-22,99.86097874193729
2020-09-23,131.42113636944782
2020-09-24,104.2034022166283
2020-09-25,118.02594451600307
2020-09-26,128.01089540339945
2020-09-27,145.5750575399597
2020-09-28,121.26253815626403
2020-09-29,151.52989743717384
2020-09-30,143.92216391255837
2020-10-01,137.41253945798624
2020-10-02,154.6068734796441
2020-10-03,153.97765914536524
2020-10-04,147.15480220190977
2020-10-05,154.15559302580274
2020-10-06,149.0357298282274
2020-10-07,152.62401820154798
2020-10-08,155.95314113050992
2020-10-09,162.38541228545932
2020-10-10,130.82671815380866
2020-10-11,160.8593090458838
2020-10-12,116.1504646901457
2020-10-13,130.2958591210645
2020-10-14,134.02098429351017
2020-10-15,127.6273599240861
2020-10-16,115.78385578723616
2020-10-17,117.77261811813335
2020-10-18,113.52381022730825
2020-10-19,111.99146562539684
2020-10-20,126.681735367454
2020-10-21,122.92577804076141
2020-10-22,114.42775068112353
2020-10-23,133.11105815660827
2020-10-24,130.5958472771451
2020-10-25,139.57304664350676
2020-10-26,142.01781412191897
2020-10-27,131.89041061222213
2020-10-28,139.03738533823318
2020-10-29,156.38923203900097
2020-10-30,158.94157202884134
2020-10-31,156.03664610096848
2020-11-01,160.17714864224354
